;customer_id;country;gender;age;purchase_amount;payment
347;348;ecnarF;Male;52;138.69;cash
348;349;France;Female;58;103250.0;paypal
349;350;USA;Female;18;28.34;cash
350;351;USA;Female;42;79.35;cb
351;352;USA;Male;47;59.59;paypal
352;353;USA;Female;30;51.56;cb
353;354;USA;Female;51;37.16;cash
354;355;France;Female;44;136.24;paypal
355;356;USA;Female;58;123.42;paypal
356;357;ASU;Male;60;48.23;cash
357;358;USA;Female;41;79.77;cb
358;359;France;Female;20;126.03;cash
359;360;USA;Male;50;121.48;cb
360;361;USA;Female;34;52.96;cash
361;362;France;Female;53;30.39;paypal
362;363;France;Male;44;131.26;cash
363;364;France;Female;56;49.63;cash
364;365;France;Male;49;86.74;cash
365;366;France;Male;47;117.1;paypal
366;367;France;Female;45;144.75;paypal
367;368;France;Male;54;90.11;cash
368;369;USA;Male;46;36.57;paypal
369;370;USA;Male;35;90.13;cash
370;371;USA;Male;35;132.57;paypal
371;372;France;Female;51;70.86;cb
372;373;USA;Male;27;68.84;cash
373;374;USA;Male;58;134.0;cash
374;375;France;Male;30;81.38;cash
375;376;France;Male;44;134.82;cb
376;377;USA;Male;41;108.35;cb
377;378;France;Male;32;38.09;cb
378;379;France;Female;19;123.98;cash
379;380;USA;Male;18;101.31;paypal
380;381;France;Male;26;119.11;paypal
381;382;USA;Male;42;99.54;cash
382;383;France;Female;57;143.68;paypal
383;384;USA;Female;25;82.85;cash
384;385;France;Male;41;136.52;paypal
385;386;France;Female;20;56.12;cash
386;387;France;Male;16;49.6;cash
387;388;USA;Male;45;106.06;cash
388;389;USA;Female;50;144.9;paypal
389;390;France;Male;31;77.41;cb
390;391;USA;Male;19;101.79;paypal
391;392;France;Male;33;148.51;paypal
392;393;France;Male;15;96.41;paypal
393;394;France;Female;44;104.91;cb
394;395;France;Female;36;42.39;cash
395;396;USA;Female;49;80.12;paypal
396;397;USA;Female;40;81.77;paypal
397;398;USA;Female;60;91.39;cb
398;399;USA;Male;34;38.95;cb
399;400;France;Male;28;86.23;cb
400;401;France;Female;50;45.96;cash
401;402;USA;Male;48;29.26;cb
402;403;France;Female;39;62.2;cash
403;404;France;Male;42;79.86;paypal
404;405;France;Male;37;100.82;cb
405;406;France;Male;29;137.29;cb
406;407;USA;Male;52;112.63;cb
407;408;France;Female;39;59.91;cash
408;409;France;Female;50;122.06;cash
409;410;USA;Male;20;53.95;cb
410;411;France;Male;22;135.24;cash
411;412;France;Male;54;116.59;cb
412;413;USA;Female;34;135.46;cb
413;414;USA;Male;54;134.52;cash
414;415;USA;Male;19;68.34;cb
415;416;USA;Female;51;69.94;cb
416;417;USA;Female;48;139.77;paypal
417;418;France;Female;16;126.3;cb
418;419;France;Male;46;73.65;cash
419;420;France;Female;30;42.81;paypal
420;421;France;Female;58;112.58;cb
421;422;USA;Male;43;147.81;cash
422;423;France;Male;44;41.09;cash
423;424;France;Male;30;103.46;paypal
424;425;France;Male;27;65.8;cb
425;426;USA;Male;21;36.87;paypal
426;427;USA;Male;15;126.75;cb
427;428;France;Male;45;138.33;paypal
428;429;France;Male;35;107.15;cb
429;430;USA;Female;22;31.79;paypal
430;431;USA;Male;38;99.35;cb
431;432;France;Male;58;81.26;cb
432;433;USA;Female;36;31.17;cash
433;434;France;Male;42;135.39;cb
434;435;USA;Female;17;56.29;cash
435;436;France;Male;15;57.65;cash
436;437;USA;Male;23;90.35;paypal
437;438;France;Male;32;115.85;cash
438;439;France;Male;57;78.5;cb
439;440;USA;Male;44;40.73;cb
440;441;USA;Male;49;86.75;cb
441;442;70.0;Female;15;54.27;cb
442;443;USA;Male;25;116.93;paypal
443;444;USA;Male;42;107.64;paypal
444;445;France;Female;53;142.41;cash
445;446;USA;Male;23000;30.26;cb
446;447;France;Male;33;113.04;cash
447;448;France;Male;49;118.48;cb
448;449;USA;Male;55;57.26;cb
449;450;France;Female;49;127.63;cash
450;451;USA;Male;15;147.81;cb
451;452;France;Male;22000;114.46;cash
452;453;USA;Male;34;62.73;cb
453;454;France;Male;42;87.53;cash
454;455;France;Male;44;20.07;paypal
455;456;France;Female;31;135.55;cb
456;457;France;Male;23;44.38;paypal
457;458;France;Female;30;101.02;cb
458;459;USA;Female;35;108.7;cash
459;460;France;Female;35;67.52;paypal
460;461;France;Female;57;145.94;cb
461;462;USA;Male;15;39.42;cb
462;463;USA;Male;28;62.39;paypal
463;464;USA;Male;22;60.54;cash
464;465;USA;Female;41;61.24;paypal
465;466;USA;Female;41;96.96;cash
466;467;USA;Female;22;66.24;cb
467;468;France;Male;48;55.2;paypal
468;469;USA;Male;39;58.61;cb
469;470;France;Male;59;99.43;paypal
470;471;France;Male;25;112.01;cb
471;472;France;Male;30;78.32;cash
472;473;France;Female;41;53.38;cash
473;474;USA;Female;31;133.47;paypal
474;475;USA;Female;41;140.03;cb
475;476;USA;Male;23;99.54;cb
476;477;France;Male;37;99.32;cb
477;478;USA;Male;55;84.51;paypal
478;479;France;Female;52;43.59;cb
479;480;France;Male;27;38.54;cb
480;481;USA;Male;22;46.95;paypal
481;482;USA;Male;30;94.07;cash
482;483;France;Female;16;117.04;paypal
483;484;France;Female;55;85.53;paypal
484;485;USA;Female;15;120.61;paypal
485;486;USA;Female;24;83.89;cash
486;487;USA;Female;39;146.73;cb
487;488;France;Female;42;95.47;paypal
488;489;France;Female;22;35.87;paypal
489;490;USA;Female;57;132.3;paypal
490;491;USA;Male;32;44.57;cash
491;492;USA;Female;30;100.41;cb
492;493;USA;Male;58;28.79;cb
493;494;USA;Male;49;109.47;cb
494;495;France;Female;17;85.16;cash
495;496;USA;Female;38;122.1;cash
496;497;USA;Female;49;81.88;paypal
497;498;France;Male;27;148.48;cb
498;499;USA;Male;56;127.53;paypal
499;500;USA;Male;35;133.11;paypal
500;501;USA;Male;53;63.39;cb
501;502;France;Male;56;41.46;cash
502;503;USA;Female;60;37.48;paypal
503;504;France;Female;46;102.55;cb
504;505;USA;Male;58;141.1;cash
505;506;USA;Male;48;86.33;cb
506;507;France;Female;45;51.93;cash
507;508;USA;Male;23;110.85;cash
508;509;France;Male;42;130.77;cash
509;510;France;Female;50;127.8;paypal
510;511;USA;Female;50;78.16;cash
511;512;France;Male;32;32.32;paypal
512;513;France;Male;19;95.16;cash
513;514;France;Female;25;109.38;cb
514;515;USA;Female;32;96.84;cash
515;516;France;Male;37;94.91;cb
516;517;France;Male;55;106.14;cb
517;518;France;Female;21;116.52;cash
518;519;USA;Male;51;146.88;paypal
519;520;USA;Male;34;146.49;paypal
520;521;France;Female;26;31.1;paypal
521;522;USA;Female;53;140.09;cash
522;523;France;Female;44;61.55;cash
523;524;France;Male;34;100.68;paypal
524;525;USA;Female;20;92.04;cb
525;526;USA;Female;56;123.3;paypal
526;527;USA;Male;42;127.65;cb
527;528;France;Female;45;41.62;paypal
528;529;France;Female;22;70.22;paypal
529;530;France;Female;43;144.66;paypal
530;531;USA;Male;19;84.21;paypal
531;532;USA;Male;49;29.07;paypal
532;533;France;Male;29;65.37;cb
533;534;France;Female;49;111.48;cash
534;535;France;Male;40;114.79;paypal
535;536;USA;Male;35;62.41;cash
536;537;USA;Male;49;145.12;cash
537;538;USA;Female;41;21.27;cb
538;539;USA;Male;49;38.07;cash
539;540;USA;Female;43;53.94;cb
540;541;USA;Male;23;136.31;cb
541;542;France;Female;53;25.76;cb
542;543;USA;Female;36;37.24;paypal
543;544;France;Male;21;57.65;paypal
544;545;France;Male;35;26.46;paypal
545;546;USA;Male;58;139.75;paypal
546;547;France;Male;17;129.22;cb
547;548;USA;Male;59;60.93;cb
548;549;USA;Female;42;22.9;cash
549;550;USA;Male;49;38.68;cb
550;551;France;Male;38;144.7;cash
551;552;France;Female;17;84.93;paypal
552;553;France;Male;29;21.16;paypal
553;554;France;Female;24;85.32;cb
554;555;France;Female;32;63.37;paypal
555;556;France;Male;16;58.88;cash
556;557;France;Male;38;142.4;cash
557;558;France;Male;16;145.41;cash
558;559;USA;Female;52;119.88;paypal
559;560;USA;Female;31;22.21;paypal
560;561;France;Male;56;136.92;paypal
561;562;USA;Female;22;55.97;cb
562;563;USA;Male;54;97.34;cb
563;564;France;Male;27;140.88;cb
564;565;USA;Male;38;126.47;paypal
565;566;France;Male;52;119.06;cash
566;567;France;Male;55;30.56;cb
567;568;France;Male;29;70.24;cb
568;569;France;Female;16;132.81;cash
569;570;France;Male;45;126.53;cb
570;571;France;Female;19;125.1;cb
571;572;France;Male;29;127.07;paypal
572;573;France;Female;46;60.68;paypal
573;574;France;Male;51;115.97;paypal
574;575;France;Female;34;42.65;cb
575;576;USA;Female;15;91.83;cash
576;577;France;Female;48;70.16;cb
577;578;France;Female;43;91.18;cb
578;579;France;Male;15;128.09;cb
579;580;France;Female;43;97.77;cash
580;581;USA;Male;25;120.53;paypal
581;582;France;Male;26;129.63;cash
582;583;USA;Female;40;95.34;paypal
583;584;France;Female;28;26.74;cb
584;585;USA;Male;29;61.47;cash
585;586;France;Male;56;44.11;paypal
586;587;France;Female;44;98.6;paypal
587;588;USA;Male;36;95.8;paypal
588;589;USA;Female;34;103.26;cb
589;590;USA;Female;43;62.34;paypal
590;591;USA;Male;58;32.47;cb
591;592;France;Female;34;130.32;cash
592;593;USA;Male;19;58.35;paypal
593;594;USA;Female;49;115.31;cash
594;595;France;Male;17;126.5;paypal
595;596;USA;Female;51;113.98;cb
596;597;France;Male;26;143.21;cash
597;598;USA;Female;21;129.94;cash
598;599;USA;Male;18;149.77;paypal
599;600;France;Male;48;125.68;cb
600;601;USA;Female;45;53.55;paypal
601;602;USA;Female;57;79.06;paypal
602;603;USA;Female;56;49.13;bc
603;604;France;Male;29;129.94;paypal
604;605;USA;Male;35;49.94;cash
605;606;USA;Male;27;57.39;paypal
606;607;France;Female;36;137.13;cb
607;608;France;Male;47;69.79;paypal
608;609;France;Male;25;33.44;paypal
609;610;France;Female;37;83.56;cb
610;611;France;Female;33;138.08;cb
611;612;France;Female;32;63.24;cb
612;613;France;Male;51;104.16;paypal
613;614;USA;Female;45;104.01;paypal
614;615;France;Male;55;139.49;paypal
615;616;USA;Female;44;124.77;cb
616;617;USA;Male;43;110.85;cb
617;618;France;Female;52;60.31;paypal
618;619;France;Female;16;62.48;cash
619;620;USA;Female;25;131.9;cb
620;621;France;Male;23;22.32;cash
621;622;USA;Male;60;142.7;cb
622;623;France;Male;45;62.31;cb
623;624;USA;Female;28;68.29;cash
624;625;France;Female;37;37.31;cb
625;626;USA;Female;27;56.83;cb
626;627;France;Male;19;32.1;cash
627;628;USA;Male;57;117.08;paypal
628;629;USA;Male;16;52.4;paypal
629;630;France;Male;56;118.36;paypal
630;631;USA;Female;44;77.06;paypal
631;632;France;Female;49;43.6;cash
632;633;USA;Female;59;28.31;cb
633;634;France;Male;36;135.32;paypal
634;635;France;Male;35;;paypal
635;636;USA;Male;59;34.32;cash
636;637;USA;Male;;134.41;cash
637;638;USA;Male;26;37.34;cb
638;639;France;Female;52;57.7;paypal
639;640;France;Male;24;66.54;paypal
640;641;USA;Male;37;108.58;cb
641;642;France;Female;50;133.4;cb
642;643;USA;Male;30;102.96;cash
643;644;France;Male;41;109.56;cash
644;645;USA;Male;31;94.85;cb
645;646;USA;Female;25;46.32;cb
646;647;France;Female;17;102.89;cb
647;648;USA;Female;18;29.86;cash
648;649;France;Male;48;69.72;cash
649;650;France;Male;31;125.55;cb
650;651;France;Male;15;85.79;cb
651;652;USA;Female;45;119.18;paypal
652;653;USA;Female;22;82.37;cb
653;654;France;Male;16;88.74;cb
654;655;USA;Male;20;59.45;cb
655;656;USA;Female;48;68.75;paypal
656;657;France;Female;22;131.0;cash
657;658;France;Female;16;27.01;cash
658;659;USA;Male;25;82.54;cb
659;660;France;Female;41;59.09;paypal
660;661;France;Male;24;145.86;paypal
661;662;USA;Male;31;130.5;paypal
662;663;USA;Female;54;141.93;cb
663;664;USA;Male;22;123.19;cb
664;665;USA;Female;36;23.63;cb
665;666;USA;Female;41;96.6;paypal
666;667;USA;Male;46;91.68;cash
667;668;France;Female;38;95.17;cb
668;669;USA;Female;46;41.25;cash
669;670;France;Male;45;33.4;paypal
670;671;USA;Female;48;60.97;cb
671;672;USA;Female;22;108.43;paypal
672;673;France;Female;49;99.03;paypal
673;674;USA;Male;28;46.61;cb
674;675;USA;Male;33;27.41;paypal
675;676;France;Male;17;95.8;paypal
676;677;France;Male;39;52.86;cash
677;678;France;Male;25;48.34;cb
678;679;USA;Female;41;85.62;cash
679;680;USA;Male;22;73.17;cb
680;681;USA;Female;27;133.06;cb
681;682;USA;Male;50;53.31;cash
682;683;USA;Male;32;58.1;cash
683;684;France;Female;41;58.27;cash
684;685;USA;Female;25;126.23;cb
685;686;France;Female;18;111.76;cash
686;687;France;Female;50;95.09;paypal
687;688;France;Male;33;27.1;paypal
688;689;USA;Male;15;36.98;cash
689;690;USA;Male;33;76.96;cb
690;691;USA;Male;39;20.78;cash
691;692;USA;Male;33;103.94;paypal
692;693;USA;Male;59;142.74;cash
693;694;USA;Male;26;67.26;paypal
694;695;USA;Male;31;54.84;cash
695;696;USA;Male;28;36.38;cb
696;697;USA;Male;23;65.69;cb
697;698;USA;Female;46;71.12;cash
698;699;France;Male;47;80.94;paypal
699;700;France;Male;17;67.16;paypal
700;701;France;Female;31;107.39;cb
701;702;USA;Female;16;138.66;cash
702;703;USA;Male;24;107.2;cash
703;704;France;Male;47;56.79;bc
704;705;USA;Male;38;101.62;paypal
705;706;France;Male;21;137.53;cb
706;707;USA;Male;38;77.76;cash
707;708;France;Male;58;111.34;paypal
708;709;USA;Male;22;82.2;paypal
709;710;France;Female;39;91.25;paypal
710;711;USA;Female;36;125.18;cb
711;712;USA;Male;16;121.96;paypal
712;713;USA;Female;18;88.82;cb
713;714;USA;Female;34;33.52;cash
714;715;France;Female;36;51.34;cb
715;716;USA;Female;40;51.3;cb
716;717;France;Male;46;116.69;paypal
717;718;France;Female;47;144.33;cb
718;719;France;Female;39;45.57;paypal
719;720;France;Female;53;44.0;cash
720;721;France;Female;51;86.1;paypal
721;722;France;Female;41;132.66;cb
722;723;France;Male;18;96.02;cb
723;724;USA;Female;39;27.67;cash
724;725;France;Male;53;28.07;cb
725;726;USA;Male;35;96.6;cash
726;727;USA;Female;15;148.0;paypal
727;728;France;Male;38;132.61;paypal
728;729;France;Male;48;28.26;paypal
729;730;USA;Female;28;147.3;cash
730;731;France;Male;28;39.01;cash
731;732;France;Male;42;108.48;cb
732;733;France;Female;32;91.48;cb
733;734;USA;Male;48;120.39;cb
734;735;France;Female;50;86.73;paypal
735;736;USA;Male;59;134.8;cash
736;737;France;Female;29;87.83;paypal
737;738;USA;Female;59;114.2;cash
738;739;France;Male;46;29.13;cash
739;740;France;Male;31;140.77;cb
